contig	start	end	mutationrate
HG01891#1#JAGYVO010000009.1	87000000	88000000	1
HG01891#1#JAGYVO010000009.1	88000000	89000000	1
HG01891#1#JAGYVO010000010.1	0	1000000	1
HG01891#1#JAGYVO010000010.1	1000000	2000000	1
HG01891#1#JAGYVO010000010.1	2000000	3000000	1
HG01891#1#JAGYVO010000010.1	3000000	4000000	1
HG01891#1#JAGYVO010000010.1	4000000	5000000	1
HG01891#1#JAGYVO010000010.1	5000000	6000000	1
HG01891#1#JAGYVO010000010.1	6000000	7000000	1
HG01891#1#JAGYVO010000010.1	7000000	8000000	1
HG01891#1#JAGYVO010000010.1	8000000	9000000	1
HG01891#1#JAGYVO010000010.1	9000000	10000000	1
HG01891#1#JAGYVO010000010.1	10000000	11000000	1
HG01891#1#JAGYVO010000010.1	11000000	12000000	1
HG01891#1#JAGYVO010000010.1	12000000	13000000	1
HG01891#1#JAGYVO010000010.1	13000000	14000000	1
HG01891#1#JAGYVO010000010.1	14000000	15000000	1
HG01891#1#JAGYVO010000010.1	15000000	16000000	1
HG01891#1#JAGYVO010000010.1	16000000	17000000	1
HG01891#1#JAGYVO010000010.1	17000000	18000000	1
HG01891#1#JAGYVO010000010.1	18000000	19000000	1
HG01891#1#JAGYVO010000010.1	19000000	20000000	1
HG01891#1#JAGYVO010000010.1	20000000	21000000	1
HG01891#1#JAGYVO010000010.1	21000000	22000000	1
HG01891#1#JAGYVO010000010.1	22000000	23000000	1
HG01891#1#JAGYVO010000010.1	23000000	24000000	1
HG01891#1#JAGYVO010000010.1	24000000	25000000	1
HG01891#1#JAGYVO010000010.1	25000000	26000000	1
HG01891#1#JAGYVO010000010.1	26000000	27000000	1
HG01891#1#JAGYVO010000010.1	27000000	28000000	1
HG01891#1#JAGYVO010000010.1	28000000	29000000	1
HG01891#1#JAGYVO010000010.1	29000000	30000000	1
HG01891#1#JAGYVO010000010.1	30000000	31000000	1
HG01891#1#JAGYVO010000010.1	31000000	32000000	1
HG01891#1#JAGYVO010000010.1	32000000	33000000	1
HG01891#1#JAGYVO010000010.1	33000000	34000000	1
HG01891#1#JAGYVO010000010.1	34000000	35000000	1
HG01891#1#JAGYVO010000010.1	35000000	36000000	1
HG01891#1#JAGYVO010000010.1	36000000	37000000	1
HG01891#1#JAGYVO010000010.1	37000000	38000000	1
HG01891#1#JAGYVO010000010.1	38000000	39000000	1
HG01891#1#JAGYVO010000010.1	39000000	40000000	1
HG01891#1#JAGYVO010000010.1	40000000	41000000	1
HG01891#1#JAGYVO010000010.1	41000000	42000000	1
HG01891#1#JAGYVO010000010.1	42000000	43000000	1
HG01891#1#JAGYVO010000010.1	43000000	44000000	1
HG01891#1#JAGYVO010000010.1	44000000	45000000	1
HG01891#1#JAGYVO010000010.1	45000000	46000000	1
HG01891#1#JAGYVO010000010.1	46000000	47000000	1
HG01891#1#JAGYVO010000010.1	47000000	48000000	1
HG01891#1#JAGYVO010000010.1	48000000	49000000	1
HG01891#1#JAGYVO010000010.1	49000000	50000000	1
HG01891#1#JAGYVO010000010.1	50000000	51000000	1
HG01891#1#JAGYVO010000010.1	51000000	52000000	1
HG01891#1#JAGYVO010000010.1	52000000	53000000	1
HG01891#1#JAGYVO010000010.1	53000000	54000000	1
HG01891#1#JAGYVO010000010.1	54000000	55000000	1
HG01891#1#JAGYVO010000010.1	55000000	56000000	1
HG01891#1#JAGYVO010000010.1	56000000	57000000	1
HG01891#1#JAGYVO010000010.1	57000000	58000000	1
HG01891#1#JAGYVO010000010.1	58000000	59000000	1
HG01891#1#JAGYVO010000010.1	59000000	60000000	1
HG01891#1#JAGYVO010000010.1	60000000	61000000	1
HG01891#1#JAGYVO010000010.1	61000000	62000000	1
HG01891#1#JAGYVO010000010.1	62000000	63000000	1
HG01891#1#JAGYVO010000010.1	63000000	64000000	1
HG01891#1#JAGYVO010000010.1	64000000	65000000	1
HG01891#1#JAGYVO010000010.1	65000000	66000000	1
HG01891#1#JAGYVO010000010.1	66000000	67000000	1
HG01891#1#JAGYVO010000010.1	67000000	68000000	1
HG01891#1#JAGYVO010000010.1	68000000	69000000	1
HG01891#1#JAGYVO010000010.1	69000000	70000000	1
HG01891#1#JAGYVO010000010.1	70000000	71000000	1
HG01891#1#JAGYVO010000010.1	71000000	72000000	1
HG01891#1#JAGYVO010000010.1	72000000	73000000	1
HG01891#1#JAGYVO010000010.1	73000000	74000000	1
HG01891#1#JAGYVO010000011.1	0	1000000	1
HG01891#1#JAGYVO010000011.1	1000000	2000000	1
HG01891#1#JAGYVO010000011.1	2000000	3000000	1
HG01891#1#JAGYVO010000011.1	3000000	4000000	1
HG01891#1#JAGYVO010000011.1	4000000	5000000	1
HG01891#1#JAGYVO010000011.1	5000000	6000000	1
HG01891#1#JAGYVO010000011.1	6000000	7000000	1
HG01891#1#JAGYVO010000011.1	7000000	8000000	1
HG01891#1#JAGYVO010000011.1	8000000	9000000	1
HG01891#1#JAGYVO010000011.1	9000000	10000000	1
HG01891#1#JAGYVO010000011.1	10000000	11000000	1
HG01891#1#JAGYVO010000011.1	11000000	12000000	1
HG01891#1#JAGYVO010000011.1	12000000	13000000	1
HG01891#1#JAGYVO010000011.1	13000000	14000000	1
HG01891#1#JAGYVO010000011.1	14000000	15000000	1
HG01891#1#JAGYVO010000011.1	15000000	16000000	1
HG01891#1#JAGYVO010000011.1	16000000	17000000	1
HG01891#1#JAGYVO010000011.1	17000000	18000000	1
HG01891#1#JAGYVO010000011.1	18000000	19000000	1
HG01891#1#JAGYVO010000011.1	19000000	20000000	1
HG01891#1#JAGYVO010000011.1	20000000	21000000	1
HG01891#1#JAGYVO010000011.1	21000000	22000000	1
HG01891#1#JAGYVO010000011.1	22000000	23000000	1
HG01891#1#JAGYVO010000011.1	23000000	24000000	1
HG01891#1#JAGYVO010000011.1	24000000	25000000	1
HG01891#1#JAGYVO010000011.1	25000000	26000000	1
HG01891#1#JAGYVO010000011.1	26000000	27000000	1
HG01891#1#JAGYVO010000011.1	27000000	28000000	1
HG01891#1#JAGYVO010000011.1	28000000	29000000	1
HG01891#1#JAGYVO010000011.1	29000000	30000000	1
HG01891#1#JAGYVO010000011.1	30000000	31000000	1
HG01891#1#JAGYVO010000011.1	31000000	32000000	1
HG01891#1#JAGYVO010000011.1	32000000	33000000	1
HG01891#1#JAGYVO010000011.1	33000000	34000000	1
HG01891#1#JAGYVO010000011.1	34000000	35000000	1
HG01891#1#JAGYVO010000011.1	35000000	36000000	1
HG01891#1#JAGYVO010000011.1	36000000	37000000	1
HG01891#1#JAGYVO010000011.1	37000000	38000000	1
HG01891#1#JAGYVO010000011.1	38000000	39000000	1
HG01891#1#JAGYVO010000011.1	39000000	40000000	1
HG01891#1#JAGYVO010000011.1	40000000	41000000	1
HG01891#1#JAGYVO010000011.1	41000000	42000000	1
HG01891#1#JAGYVO010000011.1	42000000	43000000	1
HG01891#1#JAGYVO010000011.1	43000000	44000000	1
HG01891#1#JAGYVO010000011.1	44000000	45000000	1
HG01891#1#JAGYVO010000011.1	45000000	46000000	1
HG01891#1#JAGYVO010000011.1	46000000	47000000	1
HG01891#1#JAGYVO010000011.1	47000000	48000000	1
HG01891#1#JAGYVO010000011.1	48000000	49000000	1
HG01891#1#JAGYVO010000011.1	49000000	50000000	1
HG01891#1#JAGYVO010000011.1	50000000	51000000	1
HG01891#1#JAGYVO010000011.1	51000000	52000000	1
HG01891#1#JAGYVO010000012.1	0	1000000	1
HG01891#1#JAGYVO010000012.1	1000000	2000000	1
HG01891#1#JAGYVO010000012.1	2000000	3000000	1
HG01891#1#JAGYVO010000012.1	3000000	4000000	1
HG01891#1#JAGYVO010000012.1	4000000	5000000	1
HG01891#1#JAGYVO010000012.1	5000000	6000000	1
HG01891#1#JAGYVO010000012.1	6000000	7000000	1
HG01891#1#JAGYVO010000012.1	7000000	8000000	1
HG01891#1#JAGYVO010000012.1	8000000	9000000	1
HG01891#1#JAGYVO010000012.1	9000000	10000000	1
HG01891#1#JAGYVO010000012.1	10000000	11000000	1
HG01891#1#JAGYVO010000012.1	11000000	12000000	1
HG01891#1#JAGYVO010000012.1	12000000	13000000	1
HG01891#1#JAGYVO010000012.1	13000000	14000000	1
HG01891#1#JAGYVO010000012.1	14000000	15000000	1
HG01891#1#JAGYVO010000012.1	15000000	16000000	1
HG01891#1#JAGYVO010000012.1	16000000	17000000	1
HG01891#1#JAGYVO010000012.1	17000000	18000000	1
HG01891#1#JAGYVO010000012.1	18000000	19000000	1
HG01891#1#JAGYVO010000012.1	19000000	20000000	1
HG01891#1#JAGYVO010000012.1	20000000	21000000	1
HG01891#1#JAGYVO010000012.1	21000000	22000000	1
HG01891#1#JAGYVO010000012.1	22000000	23000000	1
HG01891#1#JAGYVO010000012.1	23000000	24000000	1
HG01891#1#JAGYVO010000012.1	24000000	25000000	1
HG01891#1#JAGYVO010000012.1	25000000	26000000	1
HG01891#1#JAGYVO010000012.1	26000000	27000000	1
HG01891#1#JAGYVO010000012.1	27000000	28000000	1
HG01891#1#JAGYVO010000012.1	28000000	29000000	1
HG01891#1#JAGYVO010000012.1	29000000	30000000	1
HG01891#1#JAGYVO010000012.1	30000000	31000000	1
HG01891#1#JAGYVO010000012.1	31000000	32000000	1
HG01891#1#JAGYVO010000012.1	32000000	33000000	1
HG01891#1#JAGYVO010000012.1	33000000	34000000	1
HG01891#1#JAGYVO010000012.1	34000000	35000000	1
HG01891#1#JAGYVO010000012.1	35000000	36000000	1
HG01891#1#JAGYVO010000012.1	36000000	37000000	1
HG01891#1#JAGYVO010000012.1	37000000	38000000	1
HG01891#1#JAGYVO010000012.1	38000000	39000000	1
HG01891#1#JAGYVO010000012.1	39000000	40000000	1
HG01891#1#JAGYVO010000012.1	40000000	41000000	1
HG01891#1#JAGYVO010000012.1	41000000	42000000	1
HG01891#1#JAGYVO010000012.1	42000000	43000000	1
HG01891#1#JAGYVO010000012.1	43000000	44000000	1
HG01891#1#JAGYVO010000012.1	44000000	45000000	1
HG01891#1#JAGYVO010000012.1	45000000	46000000	1
HG01891#1#JAGYVO010000012.1	46000000	47000000	1
HG01891#1#JAGYVO010000012.1	47000000	48000000	1
HG01891#1#JAGYVO010000012.1	48000000	49000000	1
HG01891#1#JAGYVO010000012.1	49000000	50000000	1
HG01891#1#JAGYVO010000012.1	50000000	51000000	1
HG01891#1#JAGYVO010000012.1	51000000	52000000	1
HG01891#1#JAGYVO010000012.1	52000000	53000000	1
HG01891#1#JAGYVO010000012.1	53000000	54000000	1
HG01891#1#JAGYVO010000012.1	54000000	55000000	1
HG01891#1#JAGYVO010000012.1	55000000	56000000	1
HG01891#1#JAGYVO010000012.1	56000000	57000000	1
HG01891#1#JAGYVO010000012.1	57000000	58000000	1
HG01891#1#JAGYVO010000012.1	58000000	59000000	1
HG01891#1#JAGYVO010000012.1	59000000	60000000	1
HG01891#1#JAGYVO010000012.1	60000000	61000000	1
HG01891#1#JAGYVO010000012.1	61000000	62000000	1
HG01891#1#JAGYVO010000012.1	62000000	63000000	1
HG01891#1#JAGYVO010000012.1	63000000	64000000	1
HG01891#1#JAGYVO010000012.1	64000000	65000000	1
HG01891#1#JAGYVO010000012.1	65000000	66000000	1
HG01891#1#JAGYVO010000012.1	66000000	67000000	1
HG01891#1#JAGYVO010000012.1	67000000	68000000	1
HG01891#1#JAGYVO010000012.1	68000000	69000000	1
HG01891#1#JAGYVO010000012.1	69000000	70000000	1
HG01891#1#JAGYVO010000012.1	70000000	71000000	1
HG01891#1#JAGYVO010000012.1	71000000	72000000	1
HG01891#1#JAGYVO010000012.1	72000000	73000000	1
HG01891#1#JAGYVO010000012.1	73000000	74000000	1
HG01891#1#JAGYVO010000012.1	74000000	75000000	1
HG01891#1#JAGYVO010000012.1	75000000	76000000	1
HG01891#1#JAGYVO010000012.1	76000000	77000000	1
HG01891#1#JAGYVO010000012.1	77000000	78000000	1
HG01891#1#JAGYVO010000012.1	78000000	79000000	1
HG01891#1#JAGYVO010000012.1	79000000	80000000	1
HG01891#1#JAGYVO010000012.1	80000000	81000000	1
HG01891#1#JAGYVO010000012.1	81000000	82000000	1
HG01891#1#JAGYVO010000012.1	82000000	83000000	1
HG01891#1#JAGYVO010000012.1	83000000	84000000	1
HG01891#1#JAGYVO010000013.1	0	1000000	1
HG01891#1#JAGYVO010000013.1	1000000	2000000	1
HG01891#1#JAGYVO010000013.1	2000000	3000000	1
HG01891#1#JAGYVO010000013.1	3000000	4000000	1
HG01891#1#JAGYVO010000013.1	4000000	5000000	1
HG01891#1#JAGYVO010000013.1	5000000	6000000	1
HG01891#1#JAGYVO010000013.1	6000000	7000000	1
HG01891#1#JAGYVO010000013.1	7000000	8000000	1
HG01891#1#JAGYVO010000013.1	8000000	9000000	1
HG01891#1#JAGYVO010000013.1	9000000	10000000	1
HG01891#1#JAGYVO010000013.1	10000000	11000000	1
HG01891#1#JAGYVO010000013.1	11000000	12000000	1
HG01891#1#JAGYVO010000013.1	12000000	13000000	1
HG01891#1#JAGYVO010000013.1	13000000	14000000	1
HG01891#1#JAGYVO010000013.1	14000000	15000000	1
HG01891#1#JAGYVO010000013.1	15000000	16000000	1
HG01891#1#JAGYVO010000013.1	16000000	17000000	1
HG01891#1#JAGYVO010000013.1	17000000	18000000	1
HG01891#1#JAGYVO010000013.1	18000000	19000000	1
HG01891#1#JAGYVO010000013.1	19000000	20000000	1
HG01891#1#JAGYVO010000013.1	20000000	21000000	1
HG01891#1#JAGYVO010000013.1	21000000	22000000	1
HG01891#1#JAGYVO010000013.1	22000000	23000000	1
HG01891#1#JAGYVO010000013.1	23000000	24000000	1
HG01891#1#JAGYVO010000013.1	24000000	25000000	1
HG01891#1#JAGYVO010000013.1	25000000	26000000	1
HG01891#1#JAGYVO010000013.1	26000000	27000000	1
HG01891#1#JAGYVO010000013.1	27000000	28000000	1
HG01891#1#JAGYVO010000013.1	28000000	29000000	1
HG01891#1#JAGYVO010000013.1	29000000	30000000	1
HG01891#1#JAGYVO010000013.1	30000000	31000000	1
HG01891#1#JAGYVO010000013.1	31000000	32000000	1
HG01891#1#JAGYVO010000013.1	32000000	33000000	1
HG01891#1#JAGYVO010000013.1	33000000	34000000	1
HG01891#1#JAGYVO010000013.1	34000000	35000000	1
HG01891#1#JAGYVO010000013.1	35000000	36000000	1
HG01891#1#JAGYVO010000013.1	36000000	37000000	1
HG01891#1#JAGYVO010000013.1	37000000	38000000	1
HG01891#1#JAGYVO010000013.1	38000000	39000000	1
HG01891#1#JAGYVO010000013.1	39000000	40000000	1
HG01891#1#JAGYVO010000013.1	40000000	41000000	1
HG01891#1#JAGYVO010000013.1	41000000	42000000	1
HG01891#1#JAGYVO010000013.1	42000000	43000000	1
HG01891#1#JAGYVO010000013.1	43000000	44000000	1
HG01891#1#JAGYVO010000013.1	44000000	45000000	1
HG01891#1#JAGYVO010000013.1	45000000	46000000	1
HG01891#1#JAGYVO010000013.1	46000000	47000000	1
HG01891#1#JAGYVO010000013.1	47000000	48000000	1
HG01891#1#JAGYVO010000013.1	48000000	49000000	1
HG01891#1#JAGYVO010000013.1	49000000	50000000	1
HG01891#1#JAGYVO010000013.1	50000000	51000000	1
HG01891#1#JAGYVO010000013.1	51000000	52000000	1
HG01891#1#JAGYVO010000013.1	52000000	53000000	1
HG01891#1#JAGYVO010000013.1	53000000	54000000	1
HG01891#1#JAGYVO010000013.1	54000000	55000000	1
HG01891#1#JAGYVO010000013.1	55000000	56000000	1
HG01891#1#JAGYVO010000013.1	56000000	57000000	1
HG01891#1#JAGYVO010000013.1	57000000	58000000	1
HG01891#1#JAGYVO010000013.1	58000000	59000000	1
HG01891#1#JAGYVO010000013.1	59000000	60000000	1
HG01891#1#JAGYVO010000013.1	60000000	61000000	1
HG01891#1#JAGYVO010000013.1	61000000	62000000	1
HG01891#1#JAGYVO010000013.1	62000000	63000000	1
HG01891#1#JAGYVO010000013.1	63000000	64000000	1
HG01891#1#JAGYVO010000013.1	64000000	65000000	1
HG01891#1#JAGYVO010000013.1	65000000	66000000	1
HG01891#1#JAGYVO010000013.1	66000000	67000000	1
HG01891#1#JAGYVO010000013.1	67000000	68000000	1
HG01891#1#JAGYVO010000013.1	68000000	69000000	1
HG01891#1#JAGYVO010000013.1	69000000	70000000	1
HG01891#1#JAGYVO010000013.1	70000000	71000000	1
HG01891#1#JAGYVO010000013.1	71000000	72000000	1
HG01891#1#JAGYVO010000013.1	72000000	73000000	1
HG01891#1#JAGYVO010000013.1	73000000	74000000	1
HG01891#1#JAGYVO010000013.1	74000000	75000000	1
HG01891#1#JAGYVO010000013.1	75000000	76000000	1
HG01891#1#JAGYVO010000013.1	76000000	77000000	1
HG01891#1#JAGYVO010000013.1	77000000	78000000	1
HG01891#1#JAGYVO010000013.1	78000000	79000000	1
HG01891#1#JAGYVO010000013.1	79000000	80000000	1
HG01891#1#JAGYVO010000013.1	80000000	81000000	1
HG01891#1#JAGYVO010000013.1	81000000	82000000	1
HG01891#1#JAGYVO010000013.1	82000000	83000000	1
HG01891#1#JAGYVO010000013.1	83000000	84000000	1
HG01891#1#JAGYVO010000013.1	84000000	85000000	1
HG01891#1#JAGYVO010000013.1	85000000	86000000	1
HG01891#1#JAGYVO010000013.1	86000000	87000000	1
HG01891#1#JAGYVO010000013.1	87000000	88000000	1
HG01891#1#JAGYVO010000013.1	88000000	89000000	1
HG01891#1#JAGYVO010000014.1	0	1000000	1
HG01891#1#JAGYVO010000014.1	1000000	2000000	1
HG01891#1#JAGYVO010000014.1	2000000	3000000	1
HG01891#1#JAGYVO010000014.1	3000000	4000000	1
HG01891#1#JAGYVO010000014.1	4000000	5000000	1
HG01891#1#JAGYVO010000014.1	5000000	6000000	1
HG01891#1#JAGYVO010000014.1	6000000	7000000	1
HG01891#1#JAGYVO010000014.1	7000000	8000000	1
HG01891#1#JAGYVO010000014.1	8000000	9000000	1
HG01891#1#JAGYVO010000014.1	9000000	10000000	1
HG01891#1#JAGYVO010000014.1	10000000	11000000	1
HG01891#1#JAGYVO010000014.1	11000000	12000000	1
HG01891#1#JAGYVO010000014.1	12000000	13000000	1
HG01891#1#JAGYVO010000014.1	13000000	14000000	1
HG01891#1#JAGYVO010000014.1	14000000	15000000	1
HG01891#1#JAGYVO010000014.1	15000000	16000000	1
HG01891#1#JAGYVO010000014.1	16000000	17000000	1
HG01891#1#JAGYVO010000014.1	17000000	18000000	1
HG01891#1#JAGYVO010000014.1	18000000	19000000	1
HG01891#1#JAGYVO010000014.1	19000000	20000000	1
HG01891#1#JAGYVO010000014.1	20000000	21000000	1
HG01891#1#JAGYVO010000014.1	21000000	22000000	1
HG01891#1#JAGYVO010000014.1	22000000	23000000	1
HG01891#1#JAGYVO010000014.1	23000000	24000000	1
HG01891#1#JAGYVO010000014.1	24000000	25000000	1
HG01891#1#JAGYVO010000014.1	25000000	26000000	1
HG01891#1#JAGYVO010000014.1	26000000	27000000	1
HG01891#1#JAGYVO010000014.1	27000000	28000000	1
HG01891#1#JAGYVO010000014.1	28000000	29000000	1
HG01891#1#JAGYVO010000014.1	29000000	30000000	1
HG01891#1#JAGYVO010000014.1	30000000	31000000	1
HG01891#1#JAGYVO010000014.1	31000000	32000000	1
HG01891#1#JAGYVO010000014.1	32000000	33000000	1
HG01891#1#JAGYVO010000014.1	33000000	34000000	1
HG01891#1#JAGYVO010000014.1	34000000	35000000	1
HG01891#1#JAGYVO010000014.1	35000000	36000000	1
HG01891#1#JAGYVO010000014.1	36000000	37000000	1
HG01891#1#JAGYVO010000014.1	37000000	38000000	1
HG01891#1#JAGYVO010000014.1	38000000	39000000	1
HG01891#1#JAGYVO010000014.1	39000000	40000000	1
HG01891#1#JAGYVO010000014.1	40000000	41000000	1
HG01891#1#JAGYVO010000014.1	41000000	42000000	1
HG01891#1#JAGYVO010000014.1	42000000	43000000	1
HG01891#1#JAGYVO010000014.1	43000000	44000000	1
HG01891#1#JAGYVO010000014.1	44000000	45000000	1
HG01891#1#JAGYVO010000014.1	45000000	46000000	1
HG01891#1#JAGYVO010000014.1	46000000	47000000	1
HG01891#1#JAGYVO010000014.1	47000000	48000000	1
HG01891#1#JAGYVO010000014.1	48000000	49000000	1
HG01891#1#JAGYVO010000014.1	49000000	50000000	1
HG01891#1#JAGYVO010000014.1	50000000	51000000	1
HG01891#1#JAGYVO010000014.1	51000000	52000000	1
HG01891#1#JAGYVO010000014.1	52000000	53000000	1
HG01891#1#JAGYVO010000014.1	53000000	54000000	1
HG01891#1#JAGYVO010000014.1	54000000	55000000	1
HG01891#1#JAGYVO010000014.1	55000000	56000000	1
HG01891#1#JAGYVO010000014.1	56000000	57000000	1
HG01891#1#JAGYVO010000014.1	57000000	58000000	1
HG01891#1#JAGYVO010000014.1	58000000	59000000	1
HG01891#1#JAGYVO010000014.1	59000000	60000000	1
HG01891#1#JAGYVO010000014.1	60000000	61000000	1
HG01891#1#JAGYVO010000014.1	61000000	62000000	1
HG01891#1#JAGYVO010000014.1	62000000	63000000	1
HG01891#1#JAGYVO010000014.1	63000000	64000000	1
HG01891#1#JAGYVO010000014.1	64000000	65000000	1
HG01891#1#JAGYVO010000014.1	65000000	66000000	1
HG01891#1#JAGYVO010000014.1	66000000	67000000	1
HG01891#1#JAGYVO010000014.1	67000000	68000000	1
HG01891#1#JAGYVO010000014.1	68000000	69000000	1
HG01891#1#JAGYVO010000014.1	69000000	70000000	1
HG01891#1#JAGYVO010000014.1	70000000	71000000	1
HG01891#1#JAGYVO010000014.1	71000000	72000000	1
HG01891#1#JAGYVO010000014.1	72000000	73000000	1
HG01891#1#JAGYVO010000014.1	73000000	74000000	1
HG01891#1#JAGYVO010000014.1	74000000	75000000	1
HG01891#1#JAGYVO010000015.1	0	1000000	1
HG01891#1#JAGYVO010000015.1	1000000	2000000	1
HG01891#1#JAGYVO010000015.1	2000000	3000000	1
HG01891#1#JAGYVO010000015.1	3000000	4000000	1
HG01891#1#JAGYVO010000015.1	4000000	5000000	1
HG01891#1#JAGYVO010000015.1	5000000	6000000	1
HG01891#1#JAGYVO010000015.1	6000000	7000000	1
HG01891#1#JAGYVO010000015.1	7000000	8000000	1
HG01891#1#JAGYVO010000015.1	8000000	9000000	1
HG01891#1#JAGYVO010000015.1	9000000	10000000	1
HG01891#1#JAGYVO010000015.1	10000000	11000000	1
HG01891#1#JAGYVO010000015.1	11000000	12000000	1
HG01891#1#JAGYVO010000015.1	12000000	13000000	1
HG01891#1#JAGYVO010000015.1	13000000	14000000	1
HG01891#1#JAGYVO010000015.1	14000000	15000000	1
HG01891#1#JAGYVO010000015.1	15000000	16000000	1
HG01891#1#JAGYVO010000015.1	16000000	17000000	1
HG01891#1#JAGYVO010000015.1	17000000	18000000	1
HG01891#1#JAGYVO010000015.1	18000000	19000000	1
HG01891#1#JAGYVO010000015.1	19000000	20000000	1
HG01891#1#JAGYVO010000015.1	20000000	21000000	1
HG01891#1#JAGYVO010000015.1	21000000	22000000	1
HG01891#1#JAGYVO010000015.1	22000000	23000000	1
HG01891#1#JAGYVO010000015.1	23000000	24000000	1
HG01891#1#JAGYVO010000015.1	24000000	25000000	1
HG01891#1#JAGYVO010000015.1	25000000	26000000	1
HG01891#1#JAGYVO010000015.1	26000000	27000000	1
HG01891#1#JAGYVO010000015.1	27000000	28000000	1
HG01891#1#JAGYVO010000015.1	28000000	29000000	1
HG01891#1#JAGYVO010000015.1	29000000	30000000	1
HG01891#1#JAGYVO010000015.1	30000000	31000000	1
HG01891#1#JAGYVO010000015.1	31000000	32000000	1
HG01891#1#JAGYVO010000015.1	32000000	33000000	1
HG01891#1#JAGYVO010000015.1	33000000	34000000	1
HG01891#1#JAGYVO010000016.1	0	1000000	1
HG01891#1#JAGYVO010000016.1	1000000	2000000	1
HG01891#1#JAGYVO010000016.1	2000000	3000000	1
HG01891#1#JAGYVO010000016.1	3000000	4000000	1
HG01891#1#JAGYVO010000016.1	4000000	5000000	1
HG01891#1#JAGYVO010000016.1	5000000	6000000	1
HG01891#1#JAGYVO010000016.1	6000000	7000000	1
HG01891#1#JAGYVO010000016.1	7000000	8000000	1
HG01891#1#JAGYVO010000017.1	0	1000000	1
HG01891#1#JAGYVO010000017.1	1000000	2000000	1
HG01891#1#JAGYVO010000017.1	2000000	3000000	1
HG01891#1#JAGYVO010000017.1	3000000	4000000	1
HG01891#1#JAGYVO010000017.1	4000000	5000000	1
HG01891#1#JAGYVO010000017.1	5000000	6000000	1
HG01891#1#JAGYVO010000017.1	6000000	7000000	1
HG01891#1#JAGYVO010000017.1	7000000	8000000	1
HG01891#1#JAGYVO010000017.1	8000000	9000000	1
HG01891#1#JAGYVO010000017.1	9000000	10000000	1
HG01891#1#JAGYVO010000017.1	10000000	11000000	1
HG01891#1#JAGYVO010000017.1	11000000	12000000	1
HG01891#1#JAGYVO010000017.1	12000000	13000000	1
HG01891#1#JAGYVO010000017.1	13000000	14000000	1
HG01891#1#JAGYVO010000017.1	14000000	15000000	1
HG01891#1#JAGYVO010000017.1	15000000	16000000	1
HG01891#1#JAGYVO010000017.1	16000000	17000000	1
HG01891#1#JAGYVO010000017.1	17000000	18000000	1
HG01891#1#JAGYVO010000017.1	18000000	19000000	1
HG01891#1#JAGYVO010000017.1	19000000	20000000	1
HG01891#1#JAGYVO010000017.1	20000000	21000000	1
HG01891#1#JAGYVO010000017.1	21000000	22000000	1
HG01891#1#JAGYVO010000017.1	22000000	23000000	1
HG01891#1#JAGYVO010000017.1	23000000	24000000	1
HG01891#1#JAGYVO010000017.1	24000000	25000000	1
HG01891#1#JAGYVO010000017.1	25000000	26000000	1
HG01891#1#JAGYVO010000017.1	26000000	27000000	1
HG01891#1#JAGYVO010000017.1	27000000	28000000	1
HG01891#1#JAGYVO010000017.1	28000000	29000000	1
HG01891#1#JAGYVO010000017.1	29000000	30000000	1
HG01891#1#JAGYVO010000017.1	30000000	31000000	1
HG01891#1#JAGYVO010000017.1	31000000	32000000	1
HG01891#1#JAGYVO010000017.1	32000000	33000000	1
HG01891#1#JAGYVO010000017.1	33000000	34000000	1
HG01891#1#JAGYVO010000017.1	34000000	35000000	1
HG01891#1#JAGYVO010000017.1	35000000	36000000	1
HG01891#1#JAGYVO010000017.1	36000000	37000000	1
HG01891#1#JAGYVO010000017.1	37000000	38000000	1
HG01891#1#JAGYVO010000017.1	38000000	39000000	1
HG01891#1#JAGYVO010000017.1	39000000	40000000	1
HG01891#1#JAGYVO010000017.1	40000000	41000000	1
HG01891#1#JAGYVO010000017.1	41000000	42000000	1
HG01891#1#JAGYVO010000017.1	42000000	43000000	1
HG01891#1#JAGYVO010000017.1	43000000	44000000	1
HG01891#1#JAGYVO010000017.1	44000000	45000000	1
HG01891#1#JAGYVO010000017.1	45000000	46000000	1
HG01891#1#JAGYVO010000017.1	46000000	47000000	1
HG01891#1#JAGYVO010000017.1	47000000	48000000	1
HG01891#1#JAGYVO010000017.1	48000000	49000000	1
HG01891#1#JAGYVO010000017.1	49000000	50000000	1
HG01891#1#JAGYVO010000017.1	50000000	51000000	1
HG01891#1#JAGYVO010000017.1	51000000	52000000	1
HG01891#1#JAGYVO010000017.1	52000000	53000000	1
HG01891#1#JAGYVO010000017.1	53000000	54000000	1
HG01891#1#JAGYVO010000017.1	54000000	55000000	1
HG01891#1#JAGYVO010000017.1	55000000	56000000	1
HG01891#1#JAGYVO010000017.1	56000000	57000000	1
HG01891#1#JAGYVO010000017.1	57000000	58000000	1
HG01891#1#JAGYVO010000017.1	58000000	59000000	1
HG01891#1#JAGYVO010000017.1	59000000	60000000	1
HG01891#1#JAGYVO010000018.1	0	1000000	1
HG01891#1#JAGYVO010000018.1	1000000	2000000	1
HG01891#1#JAGYVO010000018.1	2000000	3000000	1
HG01891#1#JAGYVO010000018.1	3000000	4000000	1
